field,value,measurement,timestamp,entity_id,domain
value,2415.0,W,2025-11-16 23:29:55.995708+00:00,ams_linje6_p,sensor
value,2433.0,W,2025-11-16 23:30:01.473285+00:00,ams_linje6_p,sensor
value,2451.0,W,2025-11-16 23:30:02.947435+00:00,ams_linje6_p,sensor
value,2463.0,W,2025-11-16 23:30:05.431087+00:00,ams_linje6_p,sensor
value,2449.0,W,2025-11-16 23:30:11.459045+00:00,ams_linje6_p,sensor
value,2458.0,W,2025-11-16 23:30:12.964914+00:00,ams_linje6_p,sensor
value,2453.0,W,2025-11-16 23:30:15.446885+00:00,ams_linje6_p,sensor
value,2452.0,W,2025-11-16 23:30:17.909118+00:00,ams_linje6_p,sensor
value,28.0,W,2025-11-16 23:30:24.677274+00:00,05_kjokkenlys15a_active_power,sensor
value,127.0,W,2025-11-16 23:30:25.412308+00:00,06_kjeller15a_active_power,sensor
value,2457.0,W,2025-11-16 23:30:26.057121+00:00,ams_linje6_p,sensor
value,2453.0,W,2025-11-16 23:30:26.105794+00:00,ams_linje6_p,sensor
value,2449.0,W,2025-11-16 23:30:31.463202+00:00,ams_linje6_p,sensor
value,2454.0,W,2025-11-16 23:30:32.939612+00:00,ams_linje6_p,sensor
value,2456.0,W,2025-11-16 23:30:35.431031+00:00,ams_linje6_p,sensor
value,2476.0,W,2025-11-16 23:30:42.942718+00:00,ams_linje6_p,sensor
value,2484.0,W,2025-11-16 23:30:45.409232+00:00,ams_linje6_p,sensor
value,2557.0,W,2025-11-16 23:30:47.929101+00:00,ams_linje6_p,sensor
value,2647.0,W,2025-11-16 23:30:51.634476+00:00,ams_linje6_p,sensor
value,47.0,W,2025-11-16 23:30:52.588812+00:00,10badgammel13a_active_power,sensor
value,2766.0,W,2025-11-16 23:30:56.061228+00:00,ams_linje6_p,sensor
value,2864.0,W,2025-11-16 23:30:56.102523+00:00,ams_linje6_p,sensor
value,2973.0,W,2025-11-16 23:31:01.448354+00:00,ams_linje6_p,sensor
value,2991.0,W,2025-11-16 23:31:02.934704+00:00,ams_linje6_p,sensor
value,2993.0,W,2025-11-16 23:31:05.432716+00:00,ams_linje6_p,sensor
value,2996.0,W,2025-11-16 23:31:07.920247+00:00,ams_linje6_p,sensor
value,2998.0,W,2025-11-16 23:31:12.962820+00:00,ams_linje6_p,sensor
value,2983.0,W,2025-11-16 23:31:17.914587+00:00,ams_linje6_p,sensor
value,128.0,W,2025-11-16 23:31:25.508204+00:00,06_kjeller15a_active_power,sensor
value,2998.0,W,2025-11-16 23:31:26.138465+00:00,ams_linje6_p,sensor
value,2983.0,W,2025-11-16 23:31:26.253008+00:00,ams_linje6_p,sensor
value,2988.0,W,2025-11-16 23:31:31.456430+00:00,ams_linje6_p,sensor
value,2979.0,W,2025-11-16 23:31:35.446474+00:00,ams_linje6_p,sensor
value,2983.0,W,2025-11-16 23:31:37.936161+00:00,ams_linje6_p,sensor
value,3029.0,W,2025-11-16 23:31:45.419139+00:00,ams_linje6_p,sensor
value,3043.0,W,2025-11-16 23:31:47.938204+00:00,ams_linje6_p,sensor
value,46.0,W,2025-11-16 23:31:52.478985+00:00,10badgammel13a_active_power,sensor
value,3042.0,W,2025-11-16 23:31:56.154809+00:00,ams_linje6_p,sensor
value,3046.0,W,2025-11-16 23:31:56.195429+00:00,ams_linje6_p,sensor
value,3045.0,W,2025-11-16 23:32:01.479471+00:00,ams_linje6_p,sensor
value,3042.0,W,2025-11-16 23:32:02.933310+00:00,ams_linje6_p,sensor
value,3036.0,W,2025-11-16 23:32:05.423481+00:00,ams_linje6_p,sensor
value,3031.0,W,2025-11-16 23:32:07.930543+00:00,ams_linje6_p,sensor
value,3030.0,W,2025-11-16 23:32:12.922361+00:00,ams_linje6_p,sensor
value,3007.0,W,2025-11-16 23:32:15.429942+00:00,ams_linje6_p,sensor
value,3016.0,W,2025-11-16 23:32:17.945819+00:00,ams_linje6_p,sensor
value,3008.0,W,2025-11-16 23:32:21.625367+00:00,ams_linje6_p,sensor
value,127.0,W,2025-11-16 23:32:25.873652+00:00,06_kjeller15a_active_power,sensor
value,3011.0,W,2025-11-16 23:32:26.598227+00:00,ams_linje6_p,sensor
value,3002.0,W,2025-11-16 23:32:31.456710+00:00,ams_linje6_p,sensor
value,3008.0,W,2025-11-16 23:32:32.928174+00:00,ams_linje6_p,sensor
value,3021.0,W,2025-11-16 23:32:45.419500+00:00,ams_linje6_p,sensor
value,3064.0,W,2025-11-16 23:32:47.937107+00:00,ams_linje6_p,sensor
value,3137.0,W,2025-11-16 23:32:51.791651+00:00,ams_linje6_p,sensor
value,3187.0,W,2025-11-16 23:32:56.175173+00:00,ams_linje6_p,sensor
value,3180.0,W,2025-11-16 23:33:01.446339+00:00,ams_linje6_p,sensor
value,3183.0,W,2025-11-16 23:33:02.950891+00:00,ams_linje6_p,sensor
value,3175.0,W,2025-11-16 23:33:05.429323+00:00,ams_linje6_p,sensor
value,3180.0,W,2025-11-16 23:33:07.910582+00:00,ams_linje6_p,sensor
value,3169.0,W,2025-11-16 23:33:12.950979+00:00,ams_linje6_p,sensor
value,3168.0,W,2025-11-16 23:33:17.924041+00:00,ams_linje6_p,sensor
value,3159.0,W,2025-11-16 23:33:21.633088+00:00,ams_linje6_p,sensor
value,22.0,W,2025-11-16 23:33:23.829532+00:00,08_lysstikk2ndfloor1_active_power,sensor
value,128.0,W,2025-11-16 23:33:25.475904+00:00,06_kjeller15a_active_power,sensor
value,3168.0,W,2025-11-16 23:33:26.682546+00:00,ams_linje6_p,sensor
value,3156.0,W,2025-11-16 23:33:31.454700+00:00,ams_linje6_p,sensor
value,3135.0,W,2025-11-16 23:33:32.923086+00:00,ams_linje6_p,sensor
value,3147.0,W,2025-11-16 23:33:35.429751+00:00,ams_linje6_p,sensor
value,3148.0,W,2025-11-16 23:33:45.430567+00:00,ams_linje6_p,sensor
value,3186.0,W,2025-11-16 23:33:47.949858+00:00,ams_linje6_p,sensor
value,3244.0,W,2025-11-16 23:33:51.669792+00:00,ams_linje6_p,sensor
value,36.0,W,2025-11-16 23:33:52.467283+00:00,10badgammel13a_active_power,sensor
value,21.0,W,2025-11-16 23:33:53.730138+00:00,08_lysstikk2ndfloor1_active_power,sensor
value,3295.0,W,2025-11-16 23:33:56.021245+00:00,ams_linje6_p,sensor
value,3344.0,W,2025-11-16 23:33:56.099846+00:00,ams_linje6_p,sensor
value,3432.0,W,2025-11-16 23:34:01.465212+00:00,ams_linje6_p,sensor
value,3466.0,W,2025-11-16 23:34:02.919784+00:00,ams_linje6_p,sensor
value,3577.0,W,2025-11-16 23:34:05.430519+00:00,ams_linje6_p,sensor
value,3616.0,W,2025-11-16 23:34:07.930616+00:00,ams_linje6_p,sensor
value,3649.0,W,2025-11-16 23:34:12.933984+00:00,ams_linje6_p,sensor
value,3646.0,W,2025-11-16 23:34:15.412635+00:00,ams_linje6_p,sensor
value,3628.0,W,2025-11-16 23:34:21.638539+00:00,ams_linje6_p,sensor
value,35.0,W,2025-11-16 23:34:22.500834+00:00,10badgammel13a_active_power,sensor
value,3625.0,W,2025-11-16 23:34:26.254755+00:00,ams_linje6_p,sensor
value,3602.0,W,2025-11-16 23:34:26.291826+00:00,ams_linje6_p,sensor
value,3588.0,W,2025-11-16 23:34:31.465156+00:00,ams_linje6_p,sensor
value,3573.0,W,2025-11-16 23:34:32.916193+00:00,ams_linje6_p,sensor
value,3546.0,W,2025-11-16 23:34:35.429496+00:00,ams_linje6_p,sensor
value,3536.0,W,2025-11-16 23:34:37.933785+00:00,ams_linje6_p,sensor
value,3509.0,W,2025-11-16 23:34:45.451984+00:00,ams_linje6_p,sensor
value,3567.0,W,2025-11-16 23:34:48.974504+00:00,ams_linje6_p,sensor
value,3613.0,W,2025-11-16 23:34:51.622813+00:00,ams_linje6_p,sensor
value,3714.0,W,2025-11-16 23:34:56.337565+00:00,ams_linje6_p,sensor
value,3750.0,W,2025-11-16 23:35:01.466269+00:00,ams_linje6_p,sensor
value,3814.0,W,2025-11-16 23:35:02.931607+00:00,ams_linje6_p,sensor
value,3869.0,W,2025-11-16 23:35:05.419546+00:00,ams_linje6_p,sensor
value,3923.0,W,2025-11-16 23:35:07.954540+00:00,ams_linje6_p,sensor
value,3944.0,W,2025-11-16 23:35:12.951384+00:00,ams_linje6_p,sensor
value,3938.0,W,2025-11-16 23:35:15.437803+00:00,ams_linje6_p,sensor
value,3921.0,W,2025-11-16 23:35:17.920264+00:00,ams_linje6_p,sensor
value,3924.0,W,2025-11-16 23:35:21.625151+00:00,ams_linje6_p,sensor
value,130.0,W,2025-11-16 23:35:25.454748+00:00,06_kjeller15a_active_power,sensor
value,3925.0,W,2025-11-16 23:35:26.138387+00:00,ams_linje6_p,sensor
value,3923.0,W,2025-11-16 23:35:27.921953+00:00,ams_linje6_p,sensor
value,3933.0,W,2025-11-16 23:35:31.496275+00:00,ams_linje6_p,sensor
value,3942.0,W,2025-11-16 23:35:32.942813+00:00,ams_linje6_p,sensor
value,3931.0,W,2025-11-16 23:35:35.428459+00:00,ams_linje6_p,sensor
value,3936.0,W,2025-11-16 23:35:37.940639+00:00,ams_linje6_p,sensor
value,3932.0,W,2025-11-16 23:35:42.917183+00:00,ams_linje6_p,sensor
value,3938.0,W,2025-11-16 23:35:45.431952+00:00,ams_linje6_p,sensor
value,3988.0,W,2025-11-16 23:35:47.937905+00:00,ams_linje6_p,sensor
value,4117.0,W,2025-11-16 23:35:51.663391+00:00,ams_linje6_p,sensor
value,4141.0,W,2025-11-16 23:35:56.968460+00:00,ams_linje6_p,sensor
value,4130.0,W,2025-11-16 23:36:02.028357+00:00,ams_linje6_p,sensor
value,4137.0,W,2025-11-16 23:36:02.930600+00:00,ams_linje6_p,sensor
value,4128.0,W,2025-11-16 23:36:05.433693+00:00,ams_linje6_p,sensor
value,4108.0,W,2025-11-16 23:36:12.942907+00:00,ams_linje6_p,sensor
value,4122.0,W,2025-11-16 23:36:15.431119+00:00,ams_linje6_p,sensor
value,4120.0,W,2025-11-16 23:36:17.943477+00:00,ams_linje6_p,sensor
value,4121.0,W,2025-11-16 23:36:21.584155+00:00,ams_linje6_p,sensor
value,26.0,W,2025-11-16 23:36:23.748682+00:00,08_lysstikk2ndfloor1_active_power,sensor
value,4093.0,W,2025-11-16 23:36:26.299640+00:00,ams_linje6_p,sensor
value,4084.0,W,2025-11-16 23:36:32.829792+00:00,ams_linje6_p,sensor
value,4091.0,W,2025-11-16 23:36:32.949756+00:00,ams_linje6_p,sensor
value,4093.0,W,2025-11-16 23:36:35.506607+00:00,ams_linje6_p,sensor
value,4090.0,W,2025-11-16 23:36:37.948804+00:00,ams_linje6_p,sensor
value,4095.0,W,2025-11-16 23:36:42.929213+00:00,ams_linje6_p,sensor
value,4085.0,W,2025-11-16 23:36:45.473257+00:00,ams_linje6_p,sensor
value,4072.0,W,2025-11-16 23:36:47.927529+00:00,ams_linje6_p,sensor
value,4079.0,W,2025-11-16 23:36:51.649260+00:00,ams_linje6_p,sensor
value,131.0,W,2025-11-16 23:36:55.415399+00:00,06_kjeller15a_active_power,sensor
value,4088.0,W,2025-11-16 23:36:56.031608+00:00,ams_linje6_p,sensor
value,4091.0,W,2025-11-16 23:36:56.071484+00:00,ams_linje6_p,sensor
value,4078.0,W,2025-11-16 23:36:57.933599+00:00,ams_linje6_p,sensor
value,4094.0,W,2025-11-16 23:37:01.486890+00:00,ams_linje6_p,sensor
value,4098.0,W,2025-11-16 23:37:03.908977+00:00,ams_linje6_p,sensor
value,4096.0,W,2025-11-16 23:37:05.410833+00:00,ams_linje6_p,sensor
value,4095.0,W,2025-11-16 23:37:07.951704+00:00,ams_linje6_p,sensor
value,4100.0,W,2025-11-16 23:37:15.421377+00:00,ams_linje6_p,sensor
value,4088.0,W,2025-11-16 23:37:17.921633+00:00,ams_linje6_p,sensor
value,27.0,W,2025-11-16 23:37:24.719671+00:00,05_kjokkenlys15a_active_power,sensor
value,133.0,W,2025-11-16 23:37:25.428576+00:00,06_kjeller15a_active_power,sensor
value,4092.0,W,2025-11-16 23:37:26.063219+00:00,ams_linje6_p,sensor
value,4094.0,W,2025-11-16 23:37:26.103783+00:00,ams_linje6_p,sensor
value,4087.0,W,2025-11-16 23:37:31.479807+00:00,ams_linje6_p,sensor
value,4078.0,W,2025-11-16 23:37:32.923089+00:00,ams_linje6_p,sensor
value,4094.0,W,2025-11-16 23:37:35.480913+00:00,ams_linje6_p,sensor
value,4102.0,W,2025-11-16 23:37:37.930989+00:00,ams_linje6_p,sensor
value,4098.0,W,2025-11-16 23:37:42.953415+00:00,ams_linje6_p,sensor
value,4116.0,W,2025-11-16 23:37:47.985968+00:00,ams_linje6_p,sensor
value,4106.0,W,2025-11-16 23:37:51.627613+00:00,ams_linje6_p,sensor
value,22.0,W,2025-11-16 23:37:53.793581+00:00,08_lysstikk2ndfloor1_active_power,sensor
value,4099.0,W,2025-11-16 23:37:56.161431+00:00,ams_linje6_p,sensor
value,4097.0,W,2025-11-16 23:37:56.202107+00:00,ams_linje6_p,sensor
value,4091.0,W,2025-11-16 23:37:57.941902+00:00,ams_linje6_p,sensor
value,4085.0,W,2025-11-16 23:38:01.455491+00:00,ams_linje6_p,sensor
value,4083.0,W,2025-11-16 23:38:02.960421+00:00,ams_linje6_p,sensor
value,4092.0,W,2025-11-16 23:38:06.121982+00:00,ams_linje6_p,sensor
value,4104.0,W,2025-11-16 23:38:07.941371+00:00,ams_linje6_p,sensor
value,4109.0,W,2025-11-16 23:38:13.003778+00:00,ams_linje6_p,sensor
value,4102.0,W,2025-11-16 23:38:15.453415+00:00,ams_linje6_p,sensor
value,4114.0,W,2025-11-16 23:38:21.637463+00:00,ams_linje6_p,sensor
value,4107.0,W,2025-11-16 23:38:26.016945+00:00,ams_linje6_p,sensor
value,4110.0,W,2025-11-16 23:38:26.057788+00:00,ams_linje6_p,sensor
value,4120.0,W,2025-11-16 23:38:31.467561+00:00,ams_linje6_p,sensor
value,4104.0,W,2025-11-16 23:38:32.931554+00:00,ams_linje6_p,sensor
value,4114.0,W,2025-11-16 23:38:37.152440+00:00,ams_linje6_p,sensor
value,4121.0,W,2025-11-16 23:38:45.425969+00:00,ams_linje6_p,sensor
value,4111.0,W,2025-11-16 23:38:51.639697+00:00,ams_linje6_p,sensor
value,4117.0,W,2025-11-16 23:38:56.099190+00:00,ams_linje6_p,sensor
value,5034.0,W,2025-11-16 23:38:56.132566+00:00,ams_linje6_p,sensor
value,4131.0,W,2025-11-16 23:38:57.951442+00:00,ams_linje6_p,sensor
value,3822.0,W,2025-11-16 23:39:01.474102+00:00,ams_linje6_p,sensor
value,3704.0,W,2025-11-16 23:39:02.943462+00:00,ams_linje6_p,sensor
value,3527.0,W,2025-11-16 23:39:05.411290+00:00,ams_linje6_p,sensor
value,3456.0,W,2025-11-16 23:39:07.952524+00:00,ams_linje6_p,sensor
value,3177.0,W,2025-11-16 23:39:15.436599+00:00,ams_linje6_p,sensor
value,3041.0,W,2025-11-16 23:39:17.914211+00:00,ams_linje6_p,sensor
value,2964.0,W,2025-11-16 23:39:26.212407+00:00,ams_linje6_p,sensor
value,2759.0,W,2025-11-16 23:39:26.242693+00:00,ams_linje6_p,sensor
value,2700.0,W,2025-11-16 23:39:31.479220+00:00,ams_linje6_p,sensor
value,2658.0,W,2025-11-16 23:39:32.953592+00:00,ams_linje6_p,sensor
value,2545.0,W,2025-11-16 23:39:35.419982+00:00,ams_linje6_p,sensor
value,2501.0,W,2025-11-16 23:39:38.998299+00:00,ams_linje6_p,sensor
value,2337.0,W,2025-11-16 23:39:45.440564+00:00,ams_linje6_p,sensor
value,2325.0,W,2025-11-16 23:39:47.943360+00:00,ams_linje6_p,sensor
value,36.0,W,2025-11-16 23:39:52.479404+00:00,10badgammel13a_active_power,sensor
value,21.0,W,2025-11-16 23:39:53.669147+00:00,08_lysstikk2ndfloor1_active_power,sensor
value,2323.0,W,2025-11-16 23:39:55.924694+00:00,ams_linje6_p,sensor
value,2335.0,W,2025-11-16 23:39:55.960462+00:00,ams_linje6_p,sensor
value,2338.0,W,2025-11-16 23:40:01.467262+00:00,ams_linje6_p,sensor
value,2343.0,W,2025-11-16 23:40:02.957147+00:00,ams_linje6_p,sensor
value,2350.0,W,2025-11-16 23:40:05.437602+00:00,ams_linje6_p,sensor
value,2353.0,W,2025-11-16 23:40:12.943589+00:00,ams_linje6_p,sensor
value,2363.0,W,2025-11-16 23:40:15.445174+00:00,ams_linje6_p,sensor
value,2355.0,W,2025-11-16 23:40:17.941180+00:00,ams_linje6_p,sensor
value,2358.0,W,2025-11-16 23:40:21.647971+00:00,ams_linje6_p,sensor
value,193.0,W,2025-11-16 23:40:25.425716+00:00,06_kjeller15a_active_power,sensor
value,2357.0,W,2025-11-16 23:40:26.068980+00:00,ams_linje6_p,sensor
value,2363.0,W,2025-11-16 23:40:26.111436+00:00,ams_linje6_p,sensor
value,2361.0,W,2025-11-16 23:40:31.471666+00:00,ams_linje6_p,sensor
value,2364.0,W,2025-11-16 23:40:32.921122+00:00,ams_linje6_p,sensor
value,2358.0,W,2025-11-16 23:40:37.937844+00:00,ams_linje6_p,sensor
value,2362.0,W,2025-11-16 23:40:41.449069+00:00,ams_linje6_p,sensor
value,2367.0,W,2025-11-16 23:40:45.414293+00:00,ams_linje6_p,sensor
value,2360.0,W,2025-11-16 23:40:47.921086+00:00,ams_linje6_p,sensor
value,2365.0,W,2025-11-16 23:40:51.645106+00:00,ams_linje6_p,sensor
value,35.0,W,2025-11-16 23:40:52.530212+00:00,10badgammel13a_active_power,sensor
value,22.0,W,2025-11-16 23:40:53.735986+00:00,08_lysstikk2ndfloor1_active_power,sensor
value,2368.0,W,2025-11-16 23:40:56.086983+00:00,ams_linje6_p,sensor
value,2362.0,W,2025-11-16 23:40:57.919403+00:00,ams_linje6_p,sensor
value,2366.0,W,2025-11-16 23:41:01.449960+00:00,ams_linje6_p,sensor
value,2361.0,W,2025-11-16 23:41:02.942064+00:00,ams_linje6_p,sensor
value,2365.0,W,2025-11-16 23:41:05.441458+00:00,ams_linje6_p,sensor
value,2375.0,W,2025-11-16 23:41:07.943294+00:00,ams_linje6_p,sensor
value,2367.0,W,2025-11-16 23:41:22.154989+00:00,ams_linje6_p,sensor
value,36.0,W,2025-11-16 23:41:22.471505+00:00,10badgammel13a_active_power,sensor
value,2371.0,W,2025-11-16 23:41:26.039483+00:00,ams_linje6_p,sensor
value,2365.0,W,2025-11-16 23:41:26.075680+00:00,ams_linje6_p,sensor
value,2376.0,W,2025-11-16 23:41:27.942914+00:00,ams_linje6_p,sensor
value,2371.0,W,2025-11-16 23:41:31.458751+00:00,ams_linje6_p,sensor
value,2367.0,W,2025-11-16 23:41:32.943910+00:00,ams_linje6_p,sensor
value,2372.0,W,2025-11-16 23:41:35.433062+00:00,ams_linje6_p,sensor
value,2367.0,W,2025-11-16 23:41:37.944273+00:00,ams_linje6_p,sensor
value,2274.0,W,2025-11-16 23:41:45.443841+00:00,ams_linje6_p,sensor
value,1745.0,W,2025-11-16 23:41:47.935661+00:00,ams_linje6_p,sensor
value,1550.0,W,2025-11-16 23:41:51.646713+00:00,ams_linje6_p,sensor
value,21.0,W,2025-11-16 23:41:53.706184+00:00,08_lysstikk2ndfloor1_active_power,sensor
value,1492.0,W,2025-11-16 23:41:56.046269+00:00,ams_linje6_p,sensor
value,1520.0,W,2025-11-16 23:42:01.469612+00:00,ams_linje6_p,sensor
value,1542.0,W,2025-11-16 23:42:02.921862+00:00,ams_linje6_p,sensor
value,1575.0,W,2025-11-16 23:42:05.435216+00:00,ams_linje6_p,sensor
value,1596.0,W,2025-11-16 23:42:07.941827+00:00,ams_linje6_p,sensor
value,1608.0,W,2025-11-16 23:42:14.041774+00:00,ams_linje6_p,sensor
value,1619.0,W,2025-11-16 23:42:21.838173+00:00,ams_linje6_p,sensor
value,1614.0,W,2025-11-16 23:42:25.917742+00:00,ams_linje6_p,sensor
value,1611.0,W,2025-11-16 23:42:25.975551+00:00,ams_linje6_p,sensor
value,1603.0,W,2025-11-16 23:42:27.931467+00:00,ams_linje6_p,sensor
value,1602.0,W,2025-11-16 23:42:31.471943+00:00,ams_linje6_p,sensor
value,1599.0,W,2025-11-16 23:42:32.953640+00:00,ams_linje6_p,sensor
value,1598.0,W,2025-11-16 23:42:35.430609+00:00,ams_linje6_p,sensor
value,1601.0,W,2025-11-16 23:42:37.925554+00:00,ams_linje6_p,sensor
value,1611.0,W,2025-11-16 23:42:42.937481+00:00,ams_linje6_p,sensor
value,1629.0,W,2025-11-16 23:42:45.423159+00:00,ams_linje6_p,sensor
value,1640.0,W,2025-11-16 23:42:51.659000+00:00,ams_linje6_p,sensor
value,35.0,W,2025-11-16 23:42:52.611767+00:00,10badgammel13a_active_power,sensor
value,28.0,W,2025-11-16 23:42:55.040919+00:00,05_kjokkenlys15a_active_power,sensor
value,1650.0,W,2025-11-16 23:42:56.356041+00:00,ams_linje6_p,sensor
value,1689.0,W,2025-11-16 23:42:56.404834+00:00,ams_linje6_p,sensor
value,1695.0,W,2025-11-16 23:43:01.462026+00:00,ams_linje6_p,sensor
value,1703.0,W,2025-11-16 23:43:02.938788+00:00,ams_linje6_p,sensor
value,1720.0,W,2025-11-16 23:43:05.432806+00:00,ams_linje6_p,sensor
value,1725.0,W,2025-11-16 23:43:07.925672+00:00,ams_linje6_p,sensor
value,1742.0,W,2025-11-16 23:43:12.945713+00:00,ams_linje6_p,sensor
value,1755.0,W,2025-11-16 23:43:16.073759+00:00,ams_linje6_p,sensor
value,1758.0,W,2025-11-16 23:43:17.958235+00:00,ams_linje6_p,sensor
value,1768.0,W,2025-11-16 23:43:21.651124+00:00,ams_linje6_p,sensor
value,36.0,W,2025-11-16 23:43:22.550649+00:00,10badgammel13a_active_power,sensor
value,195.0,W,2025-11-16 23:43:25.447218+00:00,06_kjeller15a_active_power,sensor
value,1785.0,W,2025-11-16 23:43:26.077245+00:00,ams_linje6_p,sensor
value,1796.0,W,2025-11-16 23:43:31.481722+00:00,ams_linje6_p,sensor
value,1804.0,W,2025-11-16 23:43:32.931052+00:00,ams_linje6_p,sensor
value,1822.0,W,2025-11-16 23:43:35.432369+00:00,ams_linje6_p,sensor
value,1846.0,W,2025-11-16 23:43:37.953389+00:00,ams_linje6_p,sensor
value,1884.0,W,2025-11-16 23:43:42.954191+00:00,ams_linje6_p,sensor
value,1906.0,W,2025-11-16 23:43:47.318287+00:00,ams_linje6_p,sensor
value,1934.0,W,2025-11-16 23:43:47.936992+00:00,ams_linje6_p,sensor
value,1957.0,W,2025-11-16 23:43:51.659554+00:00,ams_linje6_p,sensor
value,2022.0,W,2025-11-16 23:43:56.091347+00:00,ams_linje6_p,sensor
value,2121.0,W,2025-11-16 23:44:01.460354+00:00,ams_linje6_p,sensor
value,2207.0,W,2025-11-16 23:44:02.950524+00:00,ams_linje6_p,sensor
value,2287.0,W,2025-11-16 23:44:05.460819+00:00,ams_linje6_p,sensor
value,2272.0,W,2025-11-16 23:44:07.924763+00:00,ams_linje6_p,sensor
value,2269.0,W,2025-11-16 23:44:12.933556+00:00,ams_linje6_p,sensor
value,2295.0,W,2025-11-16 23:44:15.444529+00:00,ams_linje6_p,sensor
value,2368.0,W,2025-11-16 23:44:18.122162+00:00,ams_linje6_p,sensor
value,2405.0,W,2025-11-16 23:44:21.614929+00:00,ams_linje6_p,sensor
value,2521.0,W,2025-11-16 23:44:26.053170+00:00,ams_linje6_p,sensor
value,2573.0,W,2025-11-16 23:44:31.458875+00:00,ams_linje6_p,sensor
value,2602.0,W,2025-11-16 23:44:32.933605+00:00,ams_linje6_p,sensor
value,2655.0,W,2025-11-16 23:44:35.441880+00:00,ams_linje6_p,sensor
value,2693.0,W,2025-11-16 23:44:37.973088+00:00,ams_linje6_p,sensor
value,2735.0,W,2025-11-16 23:44:42.964787+00:00,ams_linje6_p,sensor
value,2762.0,W,2025-11-16 23:44:45.446597+00:00,ams_linje6_p,sensor
value,2806.0,W,2025-11-16 23:44:49.111271+00:00,ams_linje6_p,sensor
value,2826.0,W,2025-11-16 23:44:51.844924+00:00,ams_linje6_p,sensor
value,2883.0,W,2025-11-16 23:44:56.037299+00:00,ams_linje6_p,sensor
value,2921.0,W,2025-11-16 23:45:01.468963+00:00,ams_linje6_p,sensor
value,2926.0,W,2025-11-16 23:45:02.951166+00:00,ams_linje6_p,sensor
value,2965.0,W,2025-11-16 23:45:05.444652+00:00,ams_linje6_p,sensor
value,2985.0,W,2025-11-16 23:45:07.939016+00:00,ams_linje6_p,sensor
value,3022.0,W,2025-11-16 23:45:12.931740+00:00,ams_linje6_p,sensor
value,2986.0,W,2025-11-16 23:45:15.431468+00:00,ams_linje6_p,sensor
value,3011.0,W,2025-11-16 23:45:21.887734+00:00,ams_linje6_p,sensor
value,35.0,W,2025-11-16 23:45:22.529088+00:00,10badgammel13a_active_power,sensor
value,22.0,W,2025-11-16 23:45:23.716197+00:00,08_lysstikk2ndfloor1_active_power,sensor
value,3015.0,W,2025-11-16 23:45:26.007407+00:00,ams_linje6_p,sensor
value,3050.0,W,2025-11-16 23:45:26.039369+00:00,ams_linje6_p,sensor
value,3051.0,W,2025-11-16 23:45:27.923151+00:00,ams_linje6_p,sensor
value,3052.0,W,2025-11-16 23:45:31.457663+00:00,ams_linje6_p,sensor
value,3123.0,W,2025-11-16 23:45:32.953307+00:00,ams_linje6_p,sensor
value,2228.0,W,2025-11-16 23:45:35.450967+00:00,ams_linje6_p,sensor
value,2336.0,W,2025-11-16 23:45:37.933758+00:00,ams_linje6_p,sensor
value,2786.0,W,2025-11-16 23:45:42.926273+00:00,ams_linje6_p,sensor
value,2911.0,W,2025-11-16 23:45:45.430370+00:00,ams_linje6_p,sensor
value,3051.0,W,2025-11-16 23:45:47.943126+00:00,ams_linje6_p,sensor
value,3173.0,W,2025-11-16 23:45:51.858993+00:00,ams_linje6_p,sensor
value,21.0,W,2025-11-16 23:45:58.693469+00:00,08_lysstikk2ndfloor1_active_power,sensor
value,3358.0,W,2025-11-16 23:46:01.040936+00:00,ams_linje6_p,sensor
value,3398.0,W,2025-11-16 23:46:01.468559+00:00,ams_linje6_p,sensor
value,3410.0,W,2025-11-16 23:46:02.941313+00:00,ams_linje6_p,sensor
value,3417.0,W,2025-11-16 23:46:05.439895+00:00,ams_linje6_p,sensor
value,3294.0,W,2025-11-16 23:46:07.940868+00:00,ams_linje6_p,sensor
value,3319.0,W,2025-11-16 23:46:12.953117+00:00,ams_linje6_p,sensor
value,3402.0,W,2025-11-16 23:46:15.453433+00:00,ams_linje6_p,sensor
value,3481.0,W,2025-11-16 23:46:22.502228+00:00,ams_linje6_p,sensor
value,3539.0,W,2025-11-16 23:46:22.965635+00:00,ams_linje6_p,sensor
value,3642.0,W,2025-11-16 23:46:25.453358+00:00,ams_linje6_p,sensor
value,22.0,W,2025-11-16 23:46:28.678865+00:00,08_lysstikk2ndfloor1_active_power,sensor
value,3720.0,W,2025-11-16 23:46:31.008280+00:00,ams_linje6_p,sensor
value,3789.0,W,2025-11-16 23:46:31.463931+00:00,ams_linje6_p,sensor
value,3850.0,W,2025-11-16 23:46:32.927571+00:00,ams_linje6_p,sensor
value,3935.0,W,2025-11-16 23:46:35.436528+00:00,ams_linje6_p,sensor
value,3978.0,W,2025-11-16 23:46:37.945074+00:00,ams_linje6_p,sensor
value,4068.0,W,2025-11-16 23:46:42.943489+00:00,ams_linje6_p,sensor
value,4108.0,W,2025-11-16 23:46:45.442305+00:00,ams_linje6_p,sensor
value,4194.0,W,2025-11-16 23:46:47.951146+00:00,ams_linje6_p,sensor
value,4275.0,W,2025-11-16 23:46:53.472813+00:00,ams_linje6_p,sensor
value,4427.0,W,2025-11-16 23:46:55.434245+00:00,ams_linje6_p,sensor
